newspaper,publication_date,page,arrival_date,port_of_origin,date_of_departure_from_port_of_origin,port_and_date_of_call,type_of_ship,ship_flag,name_of_ship,tonnage_of_ship,name_of_captain,cargo_information,consignee_of_cargo,consignee_of_ship,intelligence,raw_text
MAR_SM,1895_1_20,3,,MOSTAGANEM,15 janv.,"Oran, 16",vap,fr,SYRIA,678 tx,e. Boullene,avec 500 tx div.,p. divers,Cie Mixte,7 passagers,"MOSTAGANEM, 15 janv.; Oran, 16, vap. fr. SYRIA, 678 tx, e. Boullene, avec 500 tx div. p. divers: Cie Mixte, 7 passagers."
MAR_SM,1895_1_20,3,,NAPLES,17 janv.,,. aut.,,CAROLA,534 tx,c. Péterdi,avec 40 tx div.,p. divers,nav. & M. Ph. Parella,42 passagers.,"NAPLES, 17 janv., st. aut. CAROLA, 534 tx, c. Péterdi, avec 40 tx div. p. divers; nav. & M. Ph. Parella: 42 passagers."
MAR_SM,1895_1_20,3,,NICE,17 janv.,"Saint-Tropez, 18",vap,fr,FRAN- Cois-MARIE,141 tx,e. Azibart,avec 50 tx div.,p. divers,"nav, à M. Castaidi",,"NICE, 17 janv.: Saint-Tropez, 18, vap. fr. FRAN- Cois-MARIE, 141 tx, e. Azibart, avec 50 tx div. p. divers; nav, à M. Castaidi."
MAR_SM,1895_1_20,3,,NOVOROSSISK,25 dée.,"Constantinople, 2 janv.: Messine, 15",vap,ott,TARSUS,de 797 ix,capitaine,avec 1450 tx blé,pour MM. Wailer fréres,nav. au capitaine,,"NOVOROSSISK, 25 dée.: Constantinople, 2 janv.: Messine, 15, vap. ott. TARSUS, 797 ix, je. Sofla- Dos, avec 1450 tx blé, p. MM. Wailer fréres; nav. au capitaine."
MAR_SM,1895_1_20,3,,ODESSA,6 janv.,"Kustendjé, 9: Constantinople, 11; Dardanelles 12; Smyrne; 13; Le Pirée, 14",vap,fr,NERTHE,1840 tx,c. Rangone,avec 1004 tx div,p. divers,Measageries Maritimes,17 pas- sagers,"ODESSA. 6 janv.; Kustendjé, 9: Constantinople, 11; Dardanelles 12; Smyrne; 13; Le Pirée, 14: vap. fr. NERTHE, 1840 tx, c. Rangone, avec 1004 tx div. p. divers; Measageries Maritimes, 17 pas- sagers."
MAR_SM,1895_1_20,3,,ODESSA,8 janv.,"Cavack, 12",van,ang,DUCHESS- OF-CORNWALL,1079 tx,e. Chellew,avec 2300 1x blé,alordre,nav. à MM. Watson et Parker,,"ODESSA, 8 janv.; Cavack, 12, van, ang. DUCHESS- OF-CORNWALL, 1079 tx, e. Chellew, avec 2300 1x blé, alordre; nav. à MM. Watson et Parker,"
MAR_SM,1895_1_20,3,,ODESSA,5 janv.,,vap,ang,BELLIN GHAM,1071 tx,c. Clark,avec 2300 tx blé et di- vers,p. divers,nav. à MM. Watson et Parker,,"ODESSA, 5 janv.: Cavack, 8, vap. ang. BELLIN GHAM, 1071 tx, c. Clark, avec 2300 tx blé et di- vers, p. divers: nav. à MM. Watson et Parker."
MAR_SM,1895_1_20,3,,PROPRIANO,26 déc.,,br,fr,LOUISE-MARIE,114 1x,e. Gregori,avee 130 tx charbon de bois,p. MM. Gregori et Selon,navire au capitaine,,"PROPRIANO, 26 déc., br. fr. LOUISE-MARIE, 114 1x, e. Gregori, avee 130 tx charbon de bois p. MM. Gregori et Selon; navire au capitaine."
MAR_SM,1895_1_20,3,,PROPRIANO,26 déc.,"Salins d'Hyères, 18 janv.",br,fr,MARIE SOPHIE,97 tx,capitaine,avec 110 tx charbon de bois,p. M. Guirardi,navire au capitaine,,"PROPRIANO, 26 déc.; Salins d'Hyères, 18 janv. br fr. MARIE SOPHIE, 97 tx, e. Mattel, avec 110 tx charbon de bois p. M. Guirardi; navire au capitaine."
MAR_SM,1895_1_20,3,,SAINT-LOUIS-DU-RHONE,18 janv.,,vap,russe,INGENIEUR-ABDAKOOP,864 tx,e. Katoufos,sur lest,,au capitaine,,"SAINT-LOUIS-DU-RHONE, 18 janv., vap. russe INGENIEUR-ABDAKOOP, 864 tx, e. Katoufos, sur lest; nav., au capitaine,"
MAR_SM,1895_1_20,3,,SAINTE-MAXIME,28 déc.,"Porquerolles, 8 janv.",goel,fr,BON-ETIENNE,50 tx,e. Rapon,avec 90 ts billots de pin à ordre,,nav. au capitaine,,"SAINTE-MAXIME, 28 déc., Porquerolles, 8 janv., goel, fr. BON-ETIENNE, 50 tx, e. Rapon, avec 90 ts billots de pin à ordre; nav. au capitaine,"
MAR_SM,1895_1_20,3,,SAINT-RAPHAEL,11 janv.,"Porquerolles,19",br,fr,UNION,43 tx,e. Dalest,avec $5 tx sable à or- dre,,"nav, au capitaine",,"SAINT-RAPHAEL, 11 janv.; Porquerolles,19, br. fr. UNION, 43 tx, e. Dalest, avec $5 tx sable à or- dre; nav, au capitaine."
MAR_SM,1895_1_20,3,,TJILATJAP,3 oct,,tr-m,norw,MALMEN,630 tx,e Birkeland,avec 759 tx coprahs,à ordre,au capitaine,détroit le 15 janvier,"TJILATJAP, 3 oct. tr.-m. norw. MALMEN, 630 tx, e. Birkeland, avec 759 tx coprahs, à ordre; nav, au capitaine; détroit le 15 janvier."
MAR_SM,1895_1_20,3,,TOULON,18 janv.,,vap,fr,ALIX,61 tx,e. Cour- pon,avec 30 tx div.,p. divers,nav. à M. Mou- riés,,"TOULON, 18 janv., vap. fr. ALIX. 61 tx. e. Cour- pon, avec 30 tx div. p. divers, nav. à M. Mou- riés."
MAR_SM,1895_1_20,3,,TOULON,19 janv.,,chal,fr,MARIA,90 tx,e. Gé- rard,avec 20 tx div.,p. M. Talon,ainsi que le navire,,"TOULON, 19 janv., chal. fr. MARIA, 90 tx, e. Gé- rard, avec 20 tx div. p. M. Talon ainsi que le navire."
MAR_SM,1895_1_20,3,Du 20 janvier,AGAY,12 janv.,,bat,fr,SAINT-JOSEPH,39 tx,e. Gavaudan,avec 80 tx pavés,p. M. Pélissol,nav. au capitaine,,"AGAY, 12 janv., bat. fr. SAINT-JOSEPH, 39 tx, e. Gavaudan, avec 80 tx pavés, p. M. Pélissol; nav. au capitaine."
MAR_SM,1895_1_20,3,Du 20 janvier,ALGER,19 janv,,vap,fr,GENERAL-CHANZY,de 7:0 tx,cap. Lelauchon,avec 237 tx div,p. divers,nav. à la Cie Transatlantique,90 pas- sagers dont 25 militaires.,"ALGER, 19 janv, vap. fr. GENERAL-CHANZY, de 7:0 tx, cap. Lelauchon, avec 237 tx div. p. divers nav. à la Cie Transatlantique; 90 pas- sagers dont 25 militaires."
MAR_SM,1895_1_20,3,Du 20 janvier,BATAVIA,22 sep.,,tr.-in.,it.,CARITA-L.,de 874 tx,cap. Cunéo,avec 1060 tx copralis à ordre,,nav. au capitaine,détroit 15 janv.,"BATAVIA, 22 sep., tr.-in. it. CARITA-L., de 874 tx, cap. Cunéo, avec 1060 tx copralis à ordre; nav. au capitaine: détroit 15 janv."
MAR_SM,1895_1_20,3,Du 20 janvier,BONK,17 janv.,"Philippeville, 17: Dil jelli, 18; Bougie, 18",vap.,fr.,MOISE.,701 tx.,"cap. Fouesnel,",avec 327 tx div.,p. divers:,Cie Trau satlantique;,"14 passagers, dont 1 militaire.","BONK, 17 janv.: Philippeville, 17: Dil jelli, 18; Bougie, 18 dito, vap. fr. MOISE. 701 tx. cap. Fouesnel, avec 327 tx div. p. divers: Cie Trau satlantique; 14 passagers, dont 1 militaire."
MAR_SM,1895_1_20,3,Du 20 janvier,BONIFACIO,3 jauv.,"Propriano, 15 dito",br. goél.,fr,MON-FRERE,97 tx,e. Gairardi,avec 120 tx eharbon de bois,p. M. Masséna,navire au ca- pitaine.,,"BONIFACIO, 3 jauv.: Propriano, 15 dito, br. goél. fr MON-FRERE, 97 tx, e. Gairardi, avec 120 tx eharbon de bois, p. M. Masséna; navire au ca- pitaine."
MAR_SM,1895_1_20,3,Du 20 janvier,CANNES,3 janv.,"Agay, 11; Porquerolles, 19 dito",cut,fr,SAINTE-FRANÇOISE,50 tx,e. Siry,avec 89 tx billots,p. M. Martin,navire au capitaine,,"CANNES, 3 janv.; Agay, 11; Porquerolles, 19 dito, cut. fr. SAINTE-FRANÇOISE, 50 tx, e. Siry, avec 89 tx billots, p. M. Martin: navire au capitaine."
MAR_SM,1895_1_20,3,Du 20 janvier,CARTHAGENE,13 janv.,,br.-goél,it,CESARE P.,152 tx,c. Petri,avec 240 tx minerai,à ordre,navire au capitaine,,"CARTHAGENE, 13 janv., br.-goél, it. CESARE P., 152 tx, c. Petri, avec 240 tx minerai, à ordre navire au capitaine."
MAR_SM,1895_1_20,3,Du 20 janvier,LARNACA,20 nov.,Hyères 19 janv,tr.m.,,AVIGIA,de 427 tx,cap. Canelia-A.,avee 438 tx caroubes,p. Cette,navire au capitaine,en relache,"LARNACA, 20 nov.; Hyères 19 janv, tr.m. it. AVIGIA, de 427 tx, cap. Canelia-A., avee 438 tx caroubes p. Cette; navire au capitaine; en relache"
MAR_SM,1895_1_20,3,Du 20 janvier,MARIANOPOLI,31 oct.,"Constantinople. nov.: Santorin, 10 dée",tr.-m.,gr.,ALEXANDRE- TRIPCOVICH,de 320 tx,cap. Sarris,avec 655 tx blé,à ordre,nav. au capitaine,,"MARIANOPOLI, 31 oct.; Constantinople. nov.: Santorin, 10 dée, tr.-m. gr. ALEXANDRE- TRIPCOVICH, de 320 tx. cap. Sarris, avec 655 tx blé à ordre: nav. au capitaine."
MAR_SM,1895_1_20,3,Du 20 janvier,PHILIPPEVILLB,16 janv,"Bougie, 17 dito",vap,fr,ARTOIS,526 tx,c. Bonnot,avae 110 tx div,p. div.: Transports Maritimes,,7 passagers,"PHILIPPEVILLB. 16 janv; Bougie, 17 dito, vap. fr. ARTOIS, 526 tx, c. Bonnot, avae 110 tx div. p. div.: Transports Maritimes; 7 passagers"
MAR_SM,1895_1_20,3,Du 20 janvier,POINTR-A-PITRE,4 déc.,,tr-m,fr,MARIE- LOUISE,358 tx,er Ertaud,avec 358 tx campé- che,à ordre,navire à M. Salles,détroit le 16 janvier,"POINTR-A-PITRE. 4 déc., tr-m. fr. MARIE- LOUISE, 358 tx, er Ertaud, avee 358 tx campé- che, à ordre; navire à M. Salles; détroit le 16 janvier."
MAR_SM,1895_1_20,3,Du 20 janvier,RANGOON,27 dée.,"Colombo, 2 janv.; Suez, 14: Port-Sald, 15",vap,,STAFFORDSHIRE,"de 3,500 tx",cap. Harris,"avec 6,000 tx div",p. divers en transit,nav. à MM. Watson et Parker,13 passagers,"RANGOON, 27 dée.; Colombo, 2 janv.; Suez, 14: Port-Sald, 15, vap. aug. STAFFORDSHIRE, de 3,500 tx, cap. Harris, avec 6,000 tx div. p. divers en transit; nav. à MM. Watson et Parker; 13 passagers."
MAR_SM,1895_1_20,3,Du 20 janvier,REUNION,19 déc.,"Tamatave, 27; Sainte-Marie, 28; Diego-Suarez, 29; Nossi-Bé, 30; Mayotte, 31 Zanzibar, 3 janv.: Aden, 3; Obock, 10: Suez, 14; Port Said. 15",vap,fr,PRI-HO,de 1581 tx,cap. Trocmé,avec 1300 tx div. p. di vers,,nav. aux Messageries Maritimes,116 pas- sagers dont 62 militaires,"REUNION, 19 déc. ; Tamatave, 27: Sainte-Marie, 28; Diego-Suarez, 29; Nossi-Bé, 30; Mayotte, 31 Zanzibar, 3 janv.: Aden, 3; Obock, 10: Suez, 14; Port Said. 15, vap. fr. PRI-HO, de 1581 tx, cap. Trocmé, avec 1300 tx div. p. di vers; nav. aux Messageries Maritimes; 116 pas- sagers dont 62 militaires."
MAR_SM,1895_1_20,3,Du 20 janvier,SAINT-RAPHAEL,11 janv.,,bat,fr,HEUREUX- FELIX,49 tx,e. Tahet,avec 85 tx sable,à or- dre,nav. au capitaine,,"SAINT-RAPHAEL, 11 janv., bat. fr. HEUREUX- FELIX, 49 tx, e. Tahet, avec 85 tx sable, à or- dre; nav. au capitaine."
MAR_SM,1895_1_20,3,Du 20 janvier,SAINT-TROPEZ,19 déc.,,vap,fr,MOSELLE,140 tx,e. Bouldouire,sur lest,,Cie Paquet,,"SAINT-TROPEZ, 19 déc., vap. fr. MOSELLE, 140 tx, e. Bouldouire, sur lest; Cie Paquet."
MAR_SM,1895_1_20,3,Du 20 janvier,SALINS D'HYERES,19 janv.,,cut. fr,,FELICIEN,50 tx,e. Gatelin,avec 90 tx sel,p. les Salins-du- Midi,ainsi que le navire,,"SALINS D'HYERES, 19 janv., cut. fr FELICIEN, 50 tx, e. Gatelin, avec 90 tx sel, p. les Salins-du- Midi, ainsi que le navire."
MAR_SM,1895_1_20,3,Du 20 janvier,SALERNO,13 déc.,,br.-goal.,it.,I-DUR-FRATELLI,94 tx.,e. Amabile,avec 140 tx douelles,p. Catte,navire au capitaine,,"SALERNO. 13 déc., br.-goal. it. I-DUR-FRATELLI, 94 tx. e. Amabile, avec 140 tx douelles, p. Catte; navire au capitaine."
MAR_SM,1895_1_20,3,Du 20 janvier,SOUSSE,12 janv.,"Mehdia, 12; Slax, 13: Gabès, 14 Djerba, 14; Tripoli, 1s; Malte, 17; Tunis, 18",vap,fr,VILLE-DE-BONE,813 tx,e. Dar- lan,avee 280 tx div.,p. div.,Cie Transatlanti- que,"31 passagers, dont 6 militaires.","SOUSSE, 12 janv.; Mehdia, 12; Slax. 13: Gabès, 14 Djerba, 14; Tripoli, 1s; Malte, 17; Tunis, 18 dito, vap. fr. VILLE-DE-BONE, 813 tx, e. Dar- lan, avee 280 tx div. p. div.; Cie Transatlanti- que: 31 passagers, dont 6 militaires."
MAR_SM,1895_1_20,3,Du 20 janvier,TERRANOVA,12 janv,"Golfe-Juan, 19",br.-goél.,it.,N.-IDA,de 133 tx,cap. Pirpi,avec 50 tx liège,à ordre,nav. au capitaine,,"TERRANOVA, 12 janv; Golfe-Juan, 19, br.-goél. it. N.-IDA, de 133 tx, cap. Pirpi, avec 50 tx liège à ordre; nav. au capitaine."
MAR_SM,1895_1_22,3,Du 21 janvier.,ALGER,20 janv.,,vap,fr,VILLE-D'ALGER,679 tx,e. Perdrigeon,avec 185 tx div.,p. div.,Cie Transatlantique,"50 passagers, dont 8 militaires.","ALGER, 20 janv., vap fr. VILLE-D'ALGER, 679 tx, e. Perdrigeon, avec 185 tx div. p. div.; Cie Transatlantique; 50 passagers, dont 8 militaires."
MAR_SM,1895_1_22,3,Du 21 janvier.,BARCELONE,12 janv.,"Cette, 14: Nice, 18",st. esp.,,CORREO-DE-CARTHAGENE,258 tx,e. Cardona,sur lest,,nav. au capitalne,,"BARCELONE, 12 janv.; Cette, 14: Nice, 18, st. esp. CORREO-DE-CARTHAGENE, 258 tx, e. Cardona, sur lest: nav. au capitalne"
MAR_SM,1895_1_22,3,Du 21 janvier.,BEYROUTH,5 janv.,"Alexandrie, 10: Barcelone, 20",vap,fr,LUTETIA,664 ix,eap. Azibert,avec 260 tx div.,p. div.,Cie Cyp. Fabre,,"BEYROUTH, 5 janv.: Alexandrie, 10: Barcelone, 20 dito, vap fr, LUTETIA, 664 ix, eap. Azibert, avec 260 tx div. p. div.; Cie Cyp. Fabre."
MAR_SM,1895_1_22,3,Du 21 janvier.,CANNES,19 janv.,"Nice, 20",st. fr.,,BLIDAH,de 266 tx,e. Barrau,avec 120 tx div.,p. divers,Cie Fraissinet,13 passagers,"CANNES, 19 janv.; Nice, 20, st. fr. BLIDAH, 266 tx, e. Barrau, avec 120 tx div. p. divers; Cie Fraissinet: 13 passagers."
MAR_SM,1895_1_22,3,Du 21 janvier.,CETTE,20 janv.,,st.,fr.,BASTIAIS,de 471 tx,e. Antoni,avee 80 tx div.,p. divers,Cle Mixte,,"CETTE, 20 janv., st. fr. BASTIAIS, 471 tx, e. Antoni, avee 80 tx div. p. divers; Cle Mixte."
MAR_SM,1895_1_22,3,Du 21 janvier.,KOBE,dée.,"Nagasaki, 8; Shanghai, 11; Singapore. 24: Colombo, 31; Djeddah, 11 janv.; Suez, 14: Port-Sald. 15",vap.,ang.,PRIAM,,cap. Jackson,avec 4000 tx div.,p. div.,navire à MM. Savon frères,,"KOBE, dée.; Nagasaki, 8; Shanghai, 11; Singapore. 24: Colombo, 31; Djeddah, 11 janv.; Suez, 14: Port-Sald. 15 dito, vap. ang. PRIAM, cap. Jackson, avec 4000 tx div. p. div.; navire à MM. Savon frères."
MAR_SM,1895_1_22,3,Du 21 janvier.,NEW-YORK,13 dée..,,tr.m.,all.,ELISE,1348 tx,e. Backans,avee 7911 barils pétrole,à ordre,nav. au capitaine,détroit 15 courant.,"NEW-YORK, 13 dée.. tr.m. all. ELISE, 1348 tx, e. Backans, avee 7911 barils pétrole, à ordre: nav. au capitaine; détroit 15 courant."
MAR_SM,1895_1_22,3,Du 21 janvier.,NOVOROSSISK,4 janv,"Batoum, 9; Trébizonde, 10. Sarasoun, 11; Constantinople, 15;",st,fr,ANATO LIB,1283 tx,e. Garrigues,avec 1520 tx div,p. divers,Cie Paquet,17 passagers.,"NOVOROSSISK, 4 janv; Batoum, 9; Trébizonde, 10. Sarasoun, 11; Constantinople, 15; st. fr. ANATO LIB, 1283 tx, e. Garrigues, avec 1520 tx div. p. divers: Cie Paquet; 17 passagers."
MAR_SM,1895_1_22,3,Du 21 janvier.,PHILIPPEVILLE,18 janv.,,vap.,fr.,LA-CORSE,623 tx,e. Dor,avee 220 tx vin et div.,p. div.,Cie Transatlantique,"48 passagers, dont 4 militaires.","PHILIPPEVILLE, 18 janv., vap. fr. LA-CORSE, 623 tx, e. Dor, avee 220 tx vin et div. p. div.; Cie Transatlantique; 48 passagers, dont 4 militaires."
MAR_SM,1895_1_22,3,Du 21 janvier.,ROSARIO,11 dén.,"Buenos Ayres, 19; Montevideo, 20: Saint-Vincent. 7 janv.; Barcelone 16 dito",vap,fr,BRITANNIA,1371 tx,e. Labatut,avec 3000 tx div.,,Cie Cyp. Fabre,5 passagers.,"ROSARIO, 11 dén.; Buenos Ayres, 19; Montevideo, 20: Saint-Vincent. 7 janv.; Barcelone 16 dito, vap. fr. BRITANNIA, 1371 tx e. Labatut. avec 3000 tx div. p. div.; Cie Cyp. Fabre; 5 passagers."
MAR_SM,1895_1_22,3,Du 21 janvier.,SALINS-D'HYERES,4 janv.,"Carloforte, 17 dito",br.-goél.,fr.,VIOLETTE,136 tx,e. Levigoureux,avec 250 tx sel.,p. Fécamp,nav. au capitaine,,"SALINS-D'HYERES, 4 janv.; Carloforte, 17 dito, br.-goél. fr. VIOLETTE, 136 tx, e. Levigoureux, avec 250 tx sel. p. Fécamp: nav. au capitaine"
MAR_SM,1895_1_22,3,Du 21 janvier.,SANTOS,24 déc.,"Rio-Janeiro, 28, st.",fr.,,HINDOUSTAN,1794 tx.,Esearras,avec 13) tx div.,p. divers,Cie Nationale,"Detroit, 19 courant,","SANTOS. 24 déc.; Rio-Janeiro, 28, st. fr. HINDOUSTAN, 1794 tx. e. Esearras, avec 13) tx div. p. divers: Cie Nationale. Detroit, 19 courant,"
MAR_SM,1895_1_22,3,Du 21 janvier.,SOUSSE,18 janv.,,vap,fr,DESIRADE,744 tx,Barthélemy,avec 30 tx div.,p. div.,Cie Transatlantique,,"SOUSSE, 18 janv., vap. fr. DESIRADE, 744 tx. cap. Barthélemy, avec 30 tx div. p. div.; Cie Transatlantique."
MAR_SM,1895_1_22,3,Du 21 janvier.,TOULON,20 janv.,,st.,fr.,LOUIS-C.,88 tx,e. Azibert,avec 27 tx div.,p. divers,nav. à M. Castaldi.,,"TOULON, 20 janv., st. fr. LOUIS-C., 88 tx, e. Azibert, avec 27 tx div. p. divers; nav. à M. Castaldi."
MAR_SM,1895_1_22,3,Du 21 janvier.,TUNIS,12 janv.,"Bizerte, 12: Bone, 13: Philippeville, 14; Bougie, 14: Alger, 18: Port-Vendres, 19: Cette, 20",st,fr,VILLE-DE-ROME,844 tx,e. Fauran,avec 172 tx div.,p. divers,Cie Transatlantique,,"TUNIS, 12 janv.; Bizerte, 12: Bone, 13: Philippeville, 14; Bougie, 14: Alger, 18: Port-Vendres, 19: Cette, 20, st. fr. VILLE-DE-ROME. 844 tx, e. Fauran, avec 172 tx div. p. divers; Cie Transatlantique."
MAR_SM,1895_1_22,3,Du 21 janvier.,VENISE,janv.,"Trieste, 3; Ancone, 4; Bari, 6; Brindisi, 7; Gallipoli, 8; Tarente, 10; Catane, 11; Reggio, 12: Messine, 14: Palerme, 15; Trapani, 15: Cagliari, 17; Livourne, 18; Gênes. 20, st.",it.,,TIRSO,893 tx,e. Locasto,avec 320 tx div.,p. divers,Cie Florio-Rubattino,48 passagers.,"VENISE. janv.: Trieste, 3; Ancone, 4; Bari, 6; Brindisi, 7; Gallipoli, 8; Tarente, 10; Catane, 11; Reggio, 12: Messine, 14: Palerme, 15; Trapani, 15: Cagliari, 17; Livourne, 18; Gênes. 20, st. it. TIRSO, 893 tx, e. Locasto, avec 320 tx div. p. divers; Cie Florio-Rubattino; 48 passagers."
MAR_SM,1895_1_23,3,Du 22 janvier,AIGUES-MORTES,22 janv.,,rem,fr,MARIUS-CHAMBON,30 tx,e. Cartier,eur lest,,nav à M. Chambon,,"AIGUES-MORTES, 22 janv., rem. fr. MARIUS-CHAMBON, 30 tx, e. Cartier, eur lest; nav à M. Chambon."
MAR_SM,1895_1_23,3,Du 22 janvier,AIGUES-MORTES,22 janv.,,vap,,AUDE,89 tx,e. Sourés,avec 69 tx vin,à ordre,Cie Fraissinet,,"AIGUES-MORTES. 22 janv., vap. tr. AUDE. 89 tx, e. Sourés, avec 69 tx vin à ordre; Cie Fraissinet."
MAR_SM,1895_1_23,3,Du 22 janvier,AJACCIO,20 janv.,,vap,fr,GEORGES-HENRI,79 tx,c. Nigaglioni,avec 80 tx div.,p. div.,navire à M Mouriès,,"AJACCIO 20 janv., vap. fr. GEORGES-HENRI. 79 tx, c. Nigaglioni, avec 80 tx div. p. div.; navire à M Mouriès."
MAR_SM,1895_1_23,3,Du 22 janvier,ALGER,20 janv.,,vap,fr,PAUL-EMILE,432 tx,c. Sarzana,avee 145 tx div.. 907 moutous et 23 boeufs,pour divers,MM. Caillol et Saintpierre,8 passagers,"ALGER, 20 janv., vap. fr. PAUL-EMILE, 432 tx, c. Sarzana, avee 145 tx div.. 907 moutous et 23 boeufs pour divers; MM. Caillol et Saintpierre; 8 passagers."
MAR_SM,1895_1_23,3,Du 22 janvier,ARLES,22 janv.,,yacht,fr,AUDR,38 tx,e. de Courtois,sur lest,,nav. à M. de Courtois,,"ARLES, 22 janv., yacht fr. AUDR, 38 tx, e. de Courtois, sur lest; nav. à M. de Courtois"
MAR_SM,1895_1_23,3,Du 22 janvier,BILBAO,14 déc,"Sintander, 18; Cadix, 28 dito: Huelva. 2 janv; Algésiras, 4; Malaga, 5; Adra, 6. Almérie 6: Carthagène, 8: Alicante, 9: Va-lence, 10 Tarragone 12; Barcelone. 17; Sat-Felieu, 18: Palamos, 18",vap,esp,CABO-SAN-ANTONIO,1213 tx,e. Torre,avec 800 tx div.,p. div.,navire à MM. Rodrigues Ely frères,,"BILBAO, 14 déc.: Sintander, 18; Cadix, 28 dito: Huelva. 2 janv; Algésiras, 4; Malaga, 5; Adra, 6. Almérie 6: Carthagène, 8: Alicante, 9: Va-lence, 10 Tarragone 12; Barcelone. 17; Sat-Felieu, 18: Palamos, 18: Cette, 21 dito, vap, esp. CABO-SAN-ANTONIO, 1213 tx, e. Torre, avec 800 tx div. p. div.; navire à MM. Rodrigues Ely frères."
MAR_SM,1895_1_23,3,Du 22 janvier,BONE,19 janv.,"Philippeville, 20",vap.,fr.,OASIS,767 tx,e. Barrau,avec 170 tx div.,p div.,Cie Mixte,5 passagers.,"BONE, 19 janv.: Philippeville, 20: Cette 21 dito vap. fr. OASIS, 767 tx, e. Barrau, avec 170 tx div. p div.; Cie Mixte : 5 passagers."
MAR_SM,1895_1_23,3,Du 22 janvier,CARDIFF,10 janv.,,vap,anz,ILLTYD,1073 tx,Hitcham,avee 2100 tx charbon,à ordre,MM. Worms Josse,detroit 18 janv.,"CARDIFF, 10 janv. vap. anz. ILLTYD. 1073 tx. e. Hitcham, avee 2100 tx charbon à ordre; MM. Worms Josse; detroit 18 janv."
MAR_SM,1895_1_23,3,Du 22 janvier,:,janv.,,vap.,fr.,DURANCE,283 tx,e. Grondona,avee 286 tx div.,p. divers,Cie Fraissinet,2 passagers.,"CETTE 2: janv., vap. fr. DURANCE, 283 tx, e. Grondona, avee 286 tx div. p. divers; Cie Fraissinet 2 passagers."
MAR_SM,1895_1_23,3,Du 22 janvier,FIUME.,10 janv.,"Bari, 12; Catane, 15; Riposto. 15: Reggio, 15: Messine. 16: Naples, 18; Genes, 20 Port-Maurice. 21.",vap.,,"aut. SZAPARY,","695 tr,","e. Rauez,",avee 309 tx div.,pour divers;,nav. à M. Philippe Perrella:,33 passagers.,"FIUME. 10 janv.; Bari, 12; Catane, 15; Riposto. 15: Reggio, 15: Messine. 16: Naples, 18; Genes, 20 Port-Maurice. 21. vap. aut. SZAPARY, 695 tr, e. Rauez, avee 309 tx div. pour divers; nav. à M. Philippe Perrella: 33 passagers."
MAR_SM,1895_1_23,3,Du 22 janvier,KURRACHEE,31 déc.,"Suez, 13 janv.; Port-81d, 14 dito",vap,ang,AUSTRALIA,232 tx,Tait,avec 5800 tx div,p. div,navire à MM. Hender-son frères,,"KURRACHEE, 31 déc.: Suez, 13 janv.; Port-81d, 14 dito, vap. ang. AUSTRALIA. 232 tx . Tait, avec 5800 tx div. p. div. navire à MM. Hender-son frères."
MAR_SM,1895_1_23,3,Du 22 janvier,LA CIOTAT,22 janv.,,vap,fr,SINDH,1954 tx,e. Bretel,sur lest,,Messageries Maritimes,,"LA CIOTAT. 22 janv., vap. fr. SINDH. 1954 tx, e. Bretel, sur lest: Messageries Maritimes."
MAR_SM,1895_1_23,3,Du 22 janvier,LIVOURNE,20 janv.,Bastia. 21 dito,vap,fr,CYR-NOS,190 tx,e Lacotte,avec 202 tx div.,p. div,Cie Fraissinet,"80 passagers, dont is mili-taires","LIVOURNE, 20 janv.; Bastia. 21 dito, vap. fr. CYR-NOS. 190 tx, e Lacotte, avec 202 tx div. p. div Cie Fraissinet; 80 passagers, dont is mili-taires"
MAR_SM,1895_1_23,3,Du 22 janvier,NICOLAIEFP.,janv.,"Cavack, 15",vap,gree,"TRI-COUPIS,","1515 tx,","e. Monopolis,",avee 3100 tx blé et avoine,à ordre,nav M Lemaitre.,,"NICOLAIEFP. janv.; Cavack, 15; vap, gree TRI-COUPIS, 1515 tx, e. Monopolis, avee 3100 tx blé et avoine à ordre nav M Lemaitre."
MAR_SM,1895_1_23,3,Du 22 janvier,ORAN,16 janv.,"Cette, 20 dito",vap,fr,SAM-PIERO,336 1x,e. Paoli,avee 2000 tx div.,p. div.,navire à MM. Caillol et Saintpierre,,"ORAN, 16 janv.; Cette, 20 dito, vap. fr. SAM-PIERO, 336 1x, e. Paoli, avee 2000 tx div. p. div.; navire à MM. Caillol et Saintpierre."
MAR_SM,1895_1_23,3,Du 22 janvier,PHILIPPEVILLE,20 janv.,,vap,fr,AFRIQUE,631 tx,e. Cayol,avee 241 tx div.,p. div.,Cie Tran-satlantique,"98 passagers, dost 67 militaires.","PHILIPPEVILLE. 20 janv., vap. fr. AFRIQUE. 631 tx, e. Cayol, avee 241 tx div. p. div.: Cie Tran-satlantique: 98 passagers, dost 67 militaires."
MAR_SM,1895_1_23,3,Du 22 janvier,PHILIPPEVILLE,19 janv,Bone. 21 dito.,vap,fr,DAUPHINE,523 ix,e. Bonnot,avec 208 tx div.,p. div: Société Générale,,5 passagers.,"PHILIPPEVILLE, 19 janv; Bone. 21 dito. vap. fr. DAUPHINE, 523 ix, e. Bonnot, avec 208 tx div. p. div: Société Générale; 5 passagers."
